Section,Question,Answer
Register an interstate vehicle,How do I book an appointment to register my interstate vehicle in Victoria?,"You can book an appointment online, by calling 13 11 71 (pay by VISA or Mastercard), or by visiting a VicRoads Customer Service Centre. An appointment fee applies, and there is limited availability."
Register an interstate vehicle,What do I need to bring to my VicRoads registration appointment?,"You will need to bring the vehicle (if an inspection is required), your interstate plates, a completed vehicle registration form, evidence of identity, a Certificate of Roadworthiness (if required), and proof of a Victorian garage address. Additional documents may be required if the vehicle has been modified or written off."
Register an interstate vehicle,Do I need to pay motor vehicle duty when registering my interstate vehicle in Victoria?,"No, you do not need to pay motor vehicle duty if you can provide evidence that the vehicle has already been registered in your name in Australia"
Register an interstate vehicle,What happens if my vehicle's registration has been cancelled or expired by more than three months?,"If the registration is cancelled or expired by more than three months, your vehicle will need to be inspected during your registration appointment."
Register an interstate vehicle,What happens if I'm late to my VicRoads registration appointment?,"VicRoads will try to accommodate late arrivals, but if you are running late, you may need to reschedule the appointment and pay another fee."
Register an interstate vehicle,What payment methods are accepted for registration fees at VicRoads?,"VicRoads accepts cash, VISA, Mastercard, EFTPOS, and cheques. However, some Customer Service Centres, such as hub@Exhibition and hub@Sunshine, do not accept cash."
Register a vehicle,Who is eligible to register a vehicle in Victoria?,A vehicle can be registered by an individual or a corporation. Individuals must be at least 16 years old to register a light vehicle and at least 18 years old to register a heavy vehicle. Corporations need to provide an Australian Company Number (ACN) or Australian Registered Business Number (ARBN).
Register a vehicle,Do I need a Certificate of Roadworthiness (RWC) to register a vehicle?,"Yes, you need an RWC unless your vehicle is brand new, has never been registered in Australia, and is not being registered as a taxi."
Register a vehicle,What documents do I need to bring to my registration appointment?,"You need to bring the vehicle (if it requires inspection), a completed vehicle registration form, evidence of identity, a Certificate of Roadworthiness (if required), tools and screws for number plates, and evidence of a Victorian garage address."
Register a vehicle,Can someone else register the vehicle on my behalf?,"Yes, if someone else is registering the vehicle for you, they need to bring an original and signed authority to act as an agent form."
Register a vehicle,"What if my vehicle is imported, modified, or written-off?","If your vehicle is imported, modified, or has been written off, you�ll need additional documents to register it. Check the VicRoads guidelines for imported vehicles, modifications, or written-off vehicles."
Register a vehicle,How much does it cost to register a vehicle in Victoria?,"The registration cost includes a standard registration charge, a number plate fee, the Transport Accident Commission charge, and a motor vehicle duty fee. Use the fee calculator on the VicRoads website for exact costs."
Register a vehicle,Can I use previous number plates on my vehicle?,"Yes, you can re-use general issue plates on the same vehicle, but a fee applies. If you are using custom plates, let VicRoads know at the appointment. A plate assignment fee will apply if the custom plates have been on another vehicle before."
Register a vehicle,Do I need to register a vehicle purchased from a dealership?,"No, if you purchased the vehicle from a dealership, they will handle the registration process on your behalf."
Register a vehicle,What vehicles require additional steps for registration?,"Additional steps may be required for registering motorcycles, trailers, caravans, vessels, imported vehicles, machinery, construction vehicles, or vehicles not compliant with Australian standards."
Register a vehicle,What is the process to register a vehicle?,"To register a vehicle in Victoria, you first need to check your eligibility: individuals must be at least 16 years old to register a light vehicle and 18 years old for a heavy vehicle, while companies and incorporated associations must provide an ACN or ARBN. Begin by obtaining a Certificate of Roadworthiness (RWC), unless the vehicle is brand new and has never been registered in Australia. Next, book a registration appointment with VicRoads, ensuring you bring the vehicle (if an inspection is required), a completed vehicle registration form, proof of identity, an RWC (if applicable), and evidence of your Victorian garage address. If someone else is handling the registration, they will need an original and signed Authority to Act as an Agent form. During the appointment, you will also need tools to attach your number plates and payment for registration fees, which include the standard registration charge, number plate fee, Transport Accident Commission charge, and motor vehicle duty (if applicable). If you are using previous number plates or custom plates, additional fees may apply."
Register a vehicle,What happens if I have a Fines Victoria sanction?,"If you are subject to a Fines Victoria sanction or have one pending, you may not be able to proceed with your registration appointment, and your appointment fees will be forfeited. Contact Fines Victoria for more information."
Register a motorcycle,Who is eligible to register a motorcycle in Victoria?,"Individuals must be at least 18 years old to register a motorcycle. Corporations, including companies or incorporated associations, can also register a motorcycle. However, motorcycles cannot be registered in a business name, trading name, or the name of an unincorporated group."
Register a motorcycle,What are the conditions for recreational motorcycle registration?,"Recreational motorcycles are only allowed to operate in defined areas, outside ""built-up areas"" with speed limits under 100 km/h, or in areas used for learner permit training. They cannot carry a load or passengers, and riders must wear an approved protective helmet."
Register a motorcycle,What are the minimum construction requirements for recreational or farm motorcycles?,"All recreational and farm motorcycles must have a rear vision mirror on the right-hand side, brakes on both wheels, a headlamp, rear lamps (red and brake), a white number plate lamp, a silencing device (94 dBA or less), a horn, and a chain guard. Lighting must be powered by a continuous system, such as an alternator or magneto."
Register a motorcycle,What documents do I need to bring to register my motorcycle?,"You need to bring the motorcycle (if inspection is required), a completed vehicle registration form, proof of identity, a Certificate of Roadworthiness (if required), proof of Victorian garage address, and tools to affix number plates."
Register a motorcycle,Do I need a Certificate of Roadworthiness to register a motorcycle?,A Certificate of Roadworthiness is required for standard motorcycle registration unless the motorcycle is brand new and has never been registered. Farm and recreational motorcycles do not need a Certificate of Roadworthiness unless converting a recreational motorcycle to standard registration.
Register a motorcycle,What if I need to register a farm motorcycle?,"Farm motorcycles can be registered for primary production use and must stay within a 25 km radius of the farm. The motorcycle must meet construction and safety standards, and only primary producers are eligible for this type of registration."
Register a motorcycle,How can I make an appointment to register my motorcycle?,"You can book an appointment online, by calling 13 11 71, or by visiting a VicRoads Customer Service Centre. An appointment and inspection fee must be paid at the time of booking."
Register a motorcycle,Can someone else register my motorcycle for me?,"Yes, someone else can register your motorcycle on your behalf, but they must provide an original and signed Authority to Act as an Agent form."
Register a motorcycle,What if my motorcycle has been modified or written off?,"If your motorcycle has been modified or previously written off, additional documentation may be required to register it. Check the VicRoads requirements for vehicle modifications and defects."
Register a motorcycle,What should I do if I purchased a motorcycle from a dealership?,"If you purchased the motorcycle from a dealership, they may handle the registration process for you at the time of purchase."
Register a motorcycle,What is the process to register a motorcycle?,"To register a motorcycle in Victoria, you need to first check your eligibility�individuals must be at least 18 years old, and corporations can register using an ACN or ARBN. Next, you may need to obtain a Certificate of Roadworthiness (RWC) unless the motorcycle is brand new or is a farm or recreational bike. Then, book an appointment with VicRoads either online, by phone, or in-person at a Customer Service Centre, and pay the appointment and inspection fee. On the day of the appointment, bring the motorcycle (if inspection is needed), a completed vehicle registration form, proof of identity, an RWC (if required), proof of your Victorian garage address, and any necessary tools to attach the number plates. If someone else is handling the registration for you, they must provide an Authority to Act as an Agent form. During the appointment, the motorcycle will be inspected (if required), and you will pay the registration fees, which include the standard registration charge, number plate fee, Transport Accident Commission charge, and motor vehicle duty (if applicable). After that, your motorcycle will be registered for use in Victoria."
